name,url,Country,Region,Street,Zip,location,property_amenties,room_features,hotel_style,hotel_class,price,hotel_score_reviews,totalReview,location_score,cleanliness_score,service_score,value_score
AC Hotel by Marriott Pleasanton,https://www.tripadvisor.in/Hotel_Review-g32904-d217276-Reviews-AC_Hotel_by_Marriott_Pleasanton-Pleasanton_Tri_Valley_California.html,United States,United States California Tri-Valley Pleasanton,5990 Stoneridge Mall Rd,94588-3229,"5990 Stoneridge Mall Rd, Pleasanton, CA 94588-3229",Free_parking Free_High_Speed_Internet_(WiFi) Bar_lounge Patio Kids_stay_free Children_Activities_(Kid_Family_Friendly) Meeting_rooms Baggage_storage ,Blackout_curtains Air_conditioning Desk Housekeeping Safe Coffee_tea_maker Cable_satellite_TV Walk-in_shower ,,3,2397,4,16,5,5,5,
Comfort Inn and Suites Lincoln City,https://www.tripadvisor.in/Hotel_Review-g51947-d124229-Reviews-Comfort_Inn_and_Suites_Lincoln_City-Lincoln_City_Oregon.html,United States,United States Oregon Oregon Coast Lincoln City,136 NE Highway 101,97367-3105,"136 NE Highway 101, Lincoln City, OR 97367-3105",Parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Beach Golf_course Kids_stay_free ,Air_conditioning Housekeeping Private_balcony Microwave Refrigerator Flatscreen_TV ,Green Mid-range ,3,1618,4,401,4.5,4.5,4.5,4.5
Comfort Inn & Suites Ashland,https://www.tripadvisor.in/Hotel_Review-g29998-d95897-Reviews-Comfort_Inn_Suites_Ashland-Ashland_Oregon.html,United States,United States Oregon Ashland,434 Valley View Road,97520,"434 Valley View Road, Ashland, OR 97520",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Golf_course Kids_stay_free Pets_Allowed_(_Dog_Pet_Friendly_) ,Air_conditioning Housekeeping Kitchenette Microwave Refrigerator ,Mid-range Business ,3,1168.5,4,116,4.5,4.5,4.5,4
La Quinta By Wyndham Portland Airport,https://www.tripadvisor.in/Hotel_Review-g52024-d227048-Reviews-La_Quinta_By_Wyndham_Portland_Airport-Portland_Oregon.html,United States,United States Oregon Portland,11207 NE Holman St,97220,"11207 NE Holman St, Portland, OR 97220",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Free_airport_transportation Business_Center_with_Internet_Access ,Air_conditioning Housekeeping Safe Microwave Flatscreen_TV ,Quiet Family ,3,1255,4,1081,4.5,4.5,4.5,4.5
The Milestone,https://www.tripadvisor.in/Hotel_Review-g40790-d313562-Reviews-The_Milestone-Ogunquit_Maine.html,United States,United States Maine Ogunquit,687 Main St,03907-3012,"687 Main St, Ogunquit, ME 03907-3012",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Tennis_court_offsite Photo_copier_fax_In_business_center Non-smoking_hotel ,Air_conditioning Housekeeping Refrigerator Flatscreen_TV ,Quiet Family ,3,1461.5,4.5,369,4.5,4.5,4.5,4.5
Garibaldi House Inn & Suites,https://www.tripadvisor.in/Hotel_Review-g51877-d290048-Reviews-Garibaldi_House_Inn_Suites-Garibaldi_Oregon.html,United States,United States Oregon Oregon Coast Garibaldi,502 Garibaldi Ave,97118-1513,"502 Garibaldi Ave, Garibaldi, OR 97118-1513",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Bicycle_rental Business_Center_with_Internet_Access Meeting_rooms Non-smoking_hotel ,Air_conditioning Desk Seating_area Telephone Microwave Refrigerator Flatscreen_TV Bath_shower ,Charming ,2,1873,4.5,804,4.5,4.5,4.5,4.5
Garibaldi Inn at the Bay,https://www.tripadvisor.in/Hotel_Review-g51877-d1462996-Reviews-Garibaldi_Inn_at_the_Bay-Garibaldi_Oregon.html,United States,United States Oregon Oregon Coast Garibaldi,227 Garibaldi Ave,97118-1212,"227 Garibaldi Ave, Garibaldi, OR 97118-1212",Free_parking Parking Free_High_Speed_Internet_(WiFi) Wifi Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Laundry_service ,Air_conditioning Housekeeping Microwave Refrigerator ,,2,1128.5,3,105,4,3.5,3.5,3.5
DoubleTree by Hilton Hotel Denver,https://www.tripadvisor.in/Hotel_Review-g33388-d85332-Reviews-DoubleTree_by_Hilton_Hotel_Denver-Denver_Colorado.html,United States,United States Colorado Denver,3203 Quebec Street,80207-2319,"3203 Quebec Street, Denver, CO 80207-2319",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Pets_Allowed_(_Dog_Pet_Friendly_) Free_shuttle_or_taxi_services Business_Center_with_Internet_Access ,Allergy-free_room Fireplace Housekeeping Room_service Safe Iron Flatscreen_TV ,Green Family ,3,1675.5,4,2254,4,4,4,4
La Quinta Inn by Wyndham Ventura,https://www.tripadvisor.in/Hotel_Review-g60769-d77889-Reviews-La_Quinta_Inn_by_Wyndham_Ventura-Ventura_California.html,United States,United States California Ventura,5818 Valentine Rd,93003-6638,"5818 Valentine Rd, Ventura, CA 93003-6638",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Meeting_rooms Baggage_storage Non-smoking_hotel ,Air_conditioning Housekeeping Flatscreen_TV ,Mid-range ,2,1169,3.5,773,4,3.5,4,3.5
Hotel Rosslare,https://www.tripadvisor.in/Hotel_Review-g186642-d212712-Reviews-Hotel_Rosslare-Rosslare_County_Wexford.html,Ireland,Ireland Province of Leinster Rosslare,Rosslare Harbour,Wexford,"Rosslare Harbour, Rosslare Wexford Ireland","Free_parking Free_breakfast Game_room Horseback_riding Books,_DVDs,_music_for_children Fax_photocopying Massage Baggage_storage ",Desk Private_balcony Room_service Safe Coffee_tea_maker Flatscreen_TV Bath_shower Complimentary_toiletries ,Harbor_View Great_View ,3,1078,3.5,335,4,3,3.5,3.5
Holiday Inn London - Regent's Park,https://www.tripadvisor.in/Hotel_Review-g186338-d224737-Reviews-Holiday_Inn_London_Regent_s_Park-London_England.html,United Kingdom,United Kingdom England London Fitzrovia,Carburton Street,W1W 5EE,"Carburton Street, London W1W 5EE England",Paid_public_parking_on-site Free_High_Speed_Internet_(WiFi) Bar_lounge Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access Conference_facilities Baggage_storage Concierge ,Air_conditioning Housekeeping Room_service Safe Refrigerator Flatscreen_TV ,Mid-range Centrally_Located ,4,2247.5,4,2706,4.5,4,4,3.5
Park House Hotel,https://www.tripadvisor.in/Hotel_Review-g186609-d498425-Reviews-Park_House_Hotel-Galway_County_Galway_Western_Ireland.html,Ireland,Ireland Western Ireland Province of Connacht Galway,Park House Hotel 18 Forster Street Eyre Square,,"Park House Hotel 18 Forster Street Eyre Square, Galway Ireland",Electric_vehicle_charging_station Free_High_Speed_Internet_(WiFi) Bar_lounge Meeting_rooms Baggage_storage Concierge 24-hour_front_desk Dry_cleaning ,Air_conditioning Housekeeping Room_service Safe Telephone Laptop_safe Wake-up_service_alarm_clock Flatscreen_TV ,Charming Quiet ,1,1944.5,4.5,3334,5,4.5,4.5,4.5
